rider_id,city,join_date,rider_segment
R004401,Chattogram,2024-07-17,Budget
R004402,Dhaka,2024-09-13,Premium
R004403,Chattogram,2024-08-20,Regular
R004404,Dhaka,2024-08-29,Regular
R004405,Dhaka,2024-10-15,Budget
R004406,Dhaka,2024-07-10,Budget
R004407,Chattogram,2024-10-12,Budget
R004408,Chattogram,2024-07-30,Regular
R004409,Dhaka,2024-10-08,Budget
R004410,Dhaka,2024-08-04,Budget
R004411,Dhaka,2024-09-25,Premium
R004412,Dhaka,2024-08-16,Budget
R004413,Chattogram,2024-10-08,Budget
R004414,Chattogram,2024-07-18,Budget
R004415,Dhaka,2024-07-30,Budget
R004416,Dhaka,2024-07-17,Budget
R004417,Chattogram,2024-07-17,Regular
R004418,Sylhet,2024-10-12,Budget
R004419,Dhaka,2024-07-15,Regular
R004420,Sylhet,2024-09-10,Budget
R004421,Dhaka,2024-09-17,Premium
R004422,Dhaka,2024-07-25,Premium
R004423,Dhaka,2024-07-04,Regular
R004424,Sylhet,2024-10-04,Regular
R004425,Dhaka,2024-08-26,Budget
R004426,Sylhet,2024-09-30,Regular
R004427,Dhaka,2024-07-14,Regular
R004428,Dhaka,2024-09-09,Budget
R004429,Dhaka,2024-10-23,Budget
R004430,Dhaka,2024-10-18,Regular
R004431,Dhaka,2024-09-09,Regular
R004432,Chattogram,2024-08-06,Regular
R004433,Dhaka,2024-08-02,Regular
R004434,Dhaka,2024-09-26,Regular
R004435,Chattogram,2024-07-14,Budget
R004436,Sylhet,2024-07-01,Budget
R004437,Chattogram,2024-10-02,Budget
R004438,Sylhet,2024-07-06,Budget
R004439,Dhaka,2024-10-13,Budget
R004440,Dhaka,2024-10-26,Budget
R004441,Dhaka,2024-10-08,Budget
R004442,Dhaka,2024-09-21,Budget
R004443,Chattogram,2024-10-24,Regular
R004444,Chattogram,2024-09-01,Regular
R004445,Dhaka,2024-08-04,Budget
R004446,Dhaka,2024-07-07,Regular
R004447,Sylhet,2024-07-27,Regular
R004448,Dhaka,2024-07-23,Budget
R004449,Dhaka,2024-08-27,Regular
R004450,Dhaka,2024-07-07,Premium
R004451,Dhaka,2024-10-19,Premium
R004452,Chattogram,2024-08-20,Regular
R004453,Chattogram,2024-08-13,Regular
R004454,Chattogram,2024-08-02,Regular
R004455,Dhaka,2024-09-23,Premium
R004456,Chattogram,2024-10-03,Regular
R004457,Chattogram,2024-10-12,Budget
R004458,Dhaka,2024-07-04,Regular
R004459,Dhaka,2024-08-28,Regular
R004460,Dhaka,2024-08-23,Regular
R004461,Dhaka,2024-10-29,Budget
R004462,Chattogram,2024-10-14,Regular
R004463,Dhaka,2024-07-28,Regular
R004464,Dhaka,2024-10-17,Budget
R004465,Dhaka,2024-08-06,Premium
R004466,Dhaka,2024-09-17,Budget
R004467,Dhaka,2024-09-30,Regular
R004468,Chattogram,2024-08-30,Regular
R004469,Dhaka,2024-07-21,Premium
R004470,Dhaka,2024-10-12,Budget
R004471,Dhaka,2024-10-22,Budget
R004472,Chattogram,2024-08-31,Premium
R004473,Dhaka,2024-10-11,Premium
R004474,Chattogram,2024-10-15,Premium
R004475,Dhaka,2024-10-06,Regular
R004476,Dhaka,2024-07-17,Regular
R004477,Dhaka,2024-07-14,Regular
R004478,Dhaka,2024-09-16,Budget
R004479,Chattogram,2024-07-09,Premium
R004480,Chattogram,2024-10-27,Premium
R004481,Dhaka,2024-10-02,Regular
R004482,Dhaka,2024-10-18,Budget
R004483,Dhaka,2024-09-13,Regular
R004484,Dhaka,2024-09-29,Regular
R004485,Dhaka,2024-08-09,Budget
R004486,Dhaka,2024-08-15,Regular
R004487,Dhaka,2024-09-13,Budget
R004488,Dhaka,2024-08-16,Regular
R004489,Dhaka,2024-08-18,Regular
R004490,Chattogram,2024-09-28,Budget
R004491,Chattogram,2024-10-03,Regular
R004492,Chattogram,2024-09-22,Regular
R004493,Dhaka,2024-10-29,Regular
R004494,Dhaka,2024-10-25,Premium
R004495,Chattogram,2024-09-24,Regular
R004496,Dhaka,2024-10-24,Budget
R004497,Dhaka,2024-08-19,Regular
R004498,Dhaka,2024-08-09,Regular
R004499,Dhaka,2024-07-22,Premium
R004500,Dhaka,2024-10-03,Premium
R004501,Sylhet,2024-08-06,Regular
R004502,Chattogram,2024-08-19,Budget
R004503,Chattogram,2024-10-02,Budget
R004504,Dhaka,2024-10-29,Regular
R004505,Dhaka,2024-10-08,Regular
R004506,Dhaka,2024-08-06,Budget
R004507,Dhaka,2024-07-01,Budget
R004508,Dhaka,2024-09-27,Budget
R004509,Dhaka,2024-09-10,Regular
R004510,Dhaka,2024-08-05,Regular
R004511,Dhaka,2024-07-26,Premium
R004512,Dhaka,2024-07-11,Budget
R004513,Dhaka,2024-10-02,Budget
R004514,Dhaka,2024-08-03,Budget
R004515,Sylhet,2024-08-15,Budget
R004516,Dhaka,2024-09-09,Regular
R004517,Dhaka,2024-09-23,Regular
R004518,Dhaka,2024-07-25,Regular
R004519,Dhaka,2024-09-27,Regular
R004520,Chattogram,2024-08-27,Budget
R004521,Dhaka,2024-07-23,Budget
R004522,Sylhet,2024-07-30,Budget
R004523,Dhaka,2024-10-24,Budget
R004524,Dhaka,2024-10-29,Regular
R004525,Sylhet,2024-07-04,Regular
R004526,Chattogram,2024-07-27,Regular
R004527,Dhaka,2024-07-17,Budget
R004528,Dhaka,2024-07-06,Premium
R004529,Chattogram,2024-07-28,Budget
R004530,Dhaka,2024-08-29,Budget
R004531,Sylhet,2024-09-04,Premium
R004532,Chattogram,2024-09-21,Budget
R004533,Dhaka,2024-10-23,Regular
R004534,Dhaka,2024-10-22,Regular
R004535,Dhaka,2024-07-05,Budget
R004536,Chattogram,2024-09-09,Regular
R004537,Dhaka,2024-08-03,Regular
R004538,Dhaka,2024-08-14,Regular
R004539,Chattogram,2024-10-23,Regular
R004540,Chattogram,2024-07-08,Budget
R004541,Dhaka,2024-10-09,Regular
R004542,Dhaka,2024-09-15,Regular
R004543,Dhaka,2024-08-02,Budget
R004544,Dhaka,2024-09-10,Premium
R004545,Dhaka,2024-10-10,Regular
R004546,Dhaka,2024-08-04,Budget
R004547,Dhaka,2024-10-24,Regular
R004548,Dhaka,2024-08-04,Premium
R004549,Dhaka,2024-10-12,Budget
R004550,Sylhet,2024-10-27,Budget
R004551,Dhaka,2024-10-29,Regular
R004552,Dhaka,2024-09-29,Regular
R004553,Dhaka,2024-07-15,Budget
R004554,Dhaka,2024-08-24,Regular
R004555,Dhaka,2024-07-23,Regular
R004556,Sylhet,2024-07-03,Regular
R004557,Dhaka,2024-09-09,Regular
R004558,Dhaka,2024-10-23,Regular
R004559,Chattogram,2024-08-13,Premium
R004560,Sylhet,2024-07-13,Premium
R004561,Chattogram,2024-07-22,Regular
R004562,Chattogram,2024-08-28,Premium
R004563,Dhaka,2024-07-21,Premium
R004564,Dhaka,2024-09-12,Regular
R004565,Chattogram,2024-10-27,Premium
R004566,Dhaka,2024-09-22,Regular
R004567,Dhaka,2024-09-28,Budget
R004568,Chattogram,2024-08-30,Regular
R004569,Chattogram,2024-09-27,Budget
R004570,Dhaka,2024-08-22,Regular
R004571,Dhaka,2024-10-13,Budget
R004572,Sylhet,2024-08-28,Regular
R004573,Chattogram,2024-10-21,Budget
R004574,Dhaka,2024-09-27,Budget
R004575,Dhaka,2024-10-23,Regular
R004576,Dhaka,2024-08-28,Regular
R004577,Dhaka,2024-09-01,Regular
R004578,Dhaka,2024-07-18,Budget
R004579,Sylhet,2024-09-11,Regular
R004580,Chattogram,2024-08-16,Budget
R004581,Sylhet,2024-09-05,Regular
R004582,Chattogram,2024-07-17,Budget
R004583,Sylhet,2024-09-15,Regular
R004584,Chattogram,2024-09-23,Budget
R004585,Dhaka,2024-07-31,Budget
R004586,Dhaka,2024-07-29,Premium
R004587,Dhaka,2024-09-06,Budget
R004588,Dhaka,2024-09-22,Budget
R004589,Dhaka,2024-10-15,Regular
R004590,Dhaka,2024-07-24,Budget
R004591,Dhaka,2024-07-27,Budget
R004592,Dhaka,2024-09-07,Regular
R004593,Chattogram,2024-09-02,Regular
R004594,Chattogram,2024-07-25,Budget
R004595,Sylhet,2024-07-15,Regular
R004596,Sylhet,2024-09-17,Budget
R004597,Sylhet,2024-07-15,Regular
R004598,Chattogram,2024-09-06,Budget
R004599,Chattogram,2024-08-11,Premium
R004600,Chattogram,2024-09-08,Regular
R004601,Sylhet,2024-08-22,Budget
R004602,Dhaka,2024-10-15,Regular
R004603,Sylhet,2024-08-03,Budget
R004604,Dhaka,2024-09-15,Regular
R004605,Chattogram,2024-08-26,Regular
R004606,Sylhet,2024-09-13,Premium
R004607,Dhaka,2024-07-05,Budget
R004608,Dhaka,2024-10-25,Budget
R004609,Dhaka,2024-10-01,Premium
R004610,Chattogram,2024-07-02,Budget
R004611,Dhaka,2024-10-27,Regular
R004612,Dhaka,2024-08-15,Budget
R004613,Chattogram,2024-08-14,Premium
R004614,Dhaka,2024-07-12,Premium
R004615,Dhaka,2024-10-17,Regular
R004616,Dhaka,2024-10-26,Budget
R004617,Sylhet,2024-09-17,Regular
R004618,Chattogram,2024-10-19,Budget
R004619,Dhaka,2024-10-13,Budget
R004620,Dhaka,2024-10-22,Regular
R004621,Dhaka,2024-10-25,Regular
R004622,Chattogram,2024-08-04,Regular
R004623,Dhaka,2024-08-15,Premium
R004624,Dhaka,2024-10-03,Regular
R004625,Dhaka,2024-07-23,Budget
R004626,Dhaka,2024-08-14,Regular
R004627,Dhaka,2024-09-30,Budget
R004628,Chattogram,2024-08-30,Budget
R004629,Dhaka,2024-09-28,Budget
R004630,Chattogram,2024-07-20,Budget
R004631,Dhaka,2024-10-02,Regular
R004632,Chattogram,2024-07-12,Regular
R004633,Chattogram,2024-08-31,Budget
R004634,Dhaka,2024-08-03,Budget
R004635,Dhaka,2024-09-08,Budget
R004636,Dhaka,2024-09-08,Regular
R004637,Chattogram,2024-09-14,Budget
R004638,Chattogram,2024-07-26,Budget
R004639,Dhaka,2024-08-04,Regular
R004640,Dhaka,2024-09-30,Budget
R004641,Dhaka,2024-09-27,Premium
R004642,Chattogram,2024-09-05,Budget
R004643,Chattogram,2024-08-26,Regular
R004644,Chattogram,2024-09-29,Regular
R004645,Dhaka,2024-07-18,Budget
R004646,Dhaka,2024-09-01,Regular
R004647,Dhaka,2024-07-14,Regular
R004648,Sylhet,2024-10-17,Premium
R004649,Chattogram,2024-09-17,Regular
R004650,Sylhet,2024-10-27,Budget
R004651,Dhaka,2024-09-24,Regular
R004652,Chattogram,2024-10-14,Regular
R004653,Chattogram,2024-08-24,Budget
R004654,Dhaka,2024-08-16,Regular
R004655,Dhaka,2024-10-23,Budget
R004656,Dhaka,2024-10-20,Budget
R004657,Chattogram,2024-10-03,Budget
R004658,Dhaka,2024-09-01,Budget
R004659,Chattogram,2024-10-11,Budget
R004660,Chattogram,2024-08-28,Regular
R004661,Dhaka,2024-10-09,Premium
R004662,Chattogram,2024-07-31,Budget
R004663,Dhaka,2024-10-22,Premium
R004664,Chattogram,2024-09-19,Budget
R004665,Dhaka,2024-07-28,Regular
R004666,Chattogram,2024-08-22,Regular
R004667,Dhaka,2024-07-19,Regular
R004668,Dhaka,2024-09-16,Budget
R004669,Chattogram,2024-07-21,Premium
R004670,Dhaka,2024-07-07,Regular
R004671,Chattogram,2024-07-31,Regular
R004672,Chattogram,2024-08-24,Regular
R004673,Dhaka,2024-10-15,Premium
R004674,Chattogram,2024-07-04,Premium
R004675,Chattogram,2024-08-30,Premium
R004676,Dhaka,2024-07-09,Budget
R004677,Chattogram,2024-08-07,Budget
R004678,Dhaka,2024-10-01,Regular
R004679,Chattogram,2024-09-11,Budget
R004680,Chattogram,2024-07-16,Regular
R004681,Dhaka,2024-07-11,Regular
R004682,Dhaka,2024-10-04,Budget
R004683,Dhaka,2024-09-29,Regular
R004684,Dhaka,2024-09-11,Regular
R004685,Chattogram,2024-09-01,Regular
R004686,Chattogram,2024-07-04,Budget
R004687,Dhaka,2024-08-09,Premium
R004688,Dhaka,2024-08-05,Budget
R004689,Chattogram,2024-09-23,Budget
R004690,Chattogram,2024-07-05,Budget
R004691,Dhaka,2024-09-29,Budget
R004692,Dhaka,2024-10-20,Budget
R004693,Dhaka,2024-08-01,Premium
R004694,Sylhet,2024-09-04,Budget
R004695,Dhaka,2024-07-23,Regular
R004696,Sylhet,2024-07-10,Premium
R004697,Dhaka,2024-10-02,Regular
R004698,Dhaka,2024-09-03,Budget
R004699,Dhaka,2024-10-27,Regular
R004700,Dhaka,2024-09-07,Budget
R004701,Chattogram,2024-10-29,Budget
R004702,Dhaka,2024-07-02,Budget
R004703,Dhaka,2024-08-07,Budget
R004704,Dhaka,2024-08-15,Regular
R004705,Dhaka,2024-10-29,Regular
R004706,Dhaka,2024-07-09,Regular
R004707,Chattogram,2024-07-11,Budget
R004708,Dhaka,2024-10-16,Budget
R004709,Dhaka,2024-10-01,Budget
R004710,Dhaka,2024-09-29,Regular
R004711,Sylhet,2024-10-19,Regular
R004712,Dhaka,2024-08-29,Budget
R004713,Sylhet,2024-07-09,Regular
R004714,Dhaka,2024-07-08,Regular
R004715,Dhaka,2024-08-09,Regular
R004716,Chattogram,2024-10-13,Budget
R004717,Chattogram,2024-07-28,Budget
R004718,Dhaka,2024-08-25,Budget
R004719,Chattogram,2024-08-11,Budget
R004720,Dhaka,2024-08-25,Regular
R004721,Dhaka,2024-08-17,Budget
R004722,Dhaka,2024-10-29,Budget
R004723,Dhaka,2024-09-30,Budget
R004724,Sylhet,2024-07-27,Regular
R004725,Dhaka,2024-10-29,Budget
R004726,Dhaka,2024-09-19,Regular
R004727,Dhaka,2024-07-31,Budget
R004728,Chattogram,2024-07-30,Budget
R004729,Dhaka,2024-10-07,Premium
R004730,Chattogram,2024-09-25,Budget
R004731,Chattogram,2024-10-10,Budget
R004732,Chattogram,2024-08-18,Regular
R004733,Chattogram,2024-08-31,Premium
R004734,Sylhet,2024-08-23,Premium
R004735,Dhaka,2024-07-10,Budget
R004736,Dhaka,2024-07-13,Regular
R004737,Chattogram,2024-07-27,Budget
R004738,Sylhet,2024-08-23,Regular
R004739,Sylhet,2024-09-27,Premium
R004740,Dhaka,2024-10-05,Budget
R004741,Dhaka,2024-09-27,Budget
R004742,Chattogram,2024-09-19,Regular
R004743,Chattogram,2024-09-23,Regular
R004744,Dhaka,2024-10-07,Budget
R004745,Dhaka,2024-08-21,Budget
R004746,Dhaka,2024-09-09,Budget
R004747,Dhaka,2024-08-14,Budget
R004748,Chattogram,2024-08-30,Regular
R004749,Dhaka,2024-08-20,Budget
R004750,Sylhet,2024-07-20,Budget
R004751,Dhaka,2024-09-29,Regular
R004752,Dhaka,2024-07-22,Premium
R004753,Dhaka,2024-08-13,Regular
R004754,Dhaka,2024-10-23,Regular
R004755,Dhaka,2024-10-16,Budget
R004756,Dhaka,2024-07-26,Regular
R004757,Dhaka,2024-07-18,Regular
R004758,Chattogram,2024-07-29,Budget
R004759,Dhaka,2024-10-20,Regular
R004760,Dhaka,2024-07-12,Budget
R004761,Dhaka,2024-10-25,Regular
R004762,Sylhet,2024-09-11,Regular
R004763,Dhaka,2024-08-26,Regular
R004764,Chattogram,2024-07-04,Budget
R004765,Sylhet,2024-10-10,Premium
R004766,Dhaka,2024-08-14,Premium
R004767,Dhaka,2024-07-08,Regular
R004768,Dhaka,2024-07-25,Budget
R004769,Chattogram,2024-09-20,Regular
R004770,Dhaka,2024-09-05,Regular
R004771,Dhaka,2024-07-27,Budget
R004772,Dhaka,2024-09-24,Regular
R004773,Dhaka,2024-08-07,Budget
R004774,Dhaka,2024-10-29,Budget
R004775,Dhaka,2024-08-31,Premium
R004776,Dhaka,2024-09-14,Premium
R004777,Chattogram,2024-07-31,Regular
R004778,Chattogram,2024-08-26,Regular
R004779,Dhaka,2024-10-02,Regular
R004780,Chattogram,2024-09-17,Regular
R004781,Chattogram,2024-10-04,Budget
R004782,Chattogram,2024-08-21,Regular
R004783,Dhaka,2024-08-02,Budget
R004784,Chattogram,2024-08-23,Premium
R004785,Dhaka,2024-07-05,Regular
R004786,Dhaka,2024-09-28,Budget
R004787,Dhaka,2024-08-28,Budget
R004788,Dhaka,2024-09-05,Budget
R004789,Chattogram,2024-07-23,Regular
R004790,Dhaka,2024-09-20,Budget
R004791,Dhaka,2024-09-29,Regular
R004792,Dhaka,2024-10-19,Budget
R004793,Sylhet,2024-07-28,Regular
R004794,Dhaka,2024-09-12,Budget
R004795,Dhaka,2024-10-07,Regular
R004796,Dhaka,2024-07-22,Budget
R004797,Chattogram,2024-10-14,Budget
R004798,Dhaka,2024-09-15,Budget
R004799,Dhaka,2024-07-29,Budget
R004800,Dhaka,2024-08-01,Budget
R004801,Dhaka,2024-09-28,Regular
R004802,Dhaka,2024-10-16,Budget
R004803,Chattogram,2024-10-09,Regular
R004804,Chattogram,2024-07-13,Regular
R004805,Dhaka,2024-08-10,Regular
R004806,Chattogram,2024-07-29,Budget
R004807,Sylhet,2024-07-24,Budget
R004808,Sylhet,2024-08-22,Premium
R004809,Chattogram,2024-10-29,Premium
R004810,Chattogram,2024-07-30,Budget
R004811,Dhaka,2024-08-06,Budget
R004812,Dhaka,2024-08-10,Regular
R004813,Dhaka,2024-09-01,Budget
R004814,Dhaka,2024-07-01,Premium
R004815,Dhaka,2024-10-12,Budget
R004816,Dhaka,2024-07-19,Regular
R004817,Dhaka,2024-09-25,Regular
R004818,Dhaka,2024-09-06,Budget
R004819,Sylhet,2024-07-16,Budget
R004820,Dhaka,2024-08-30,Budget
R004821,Dhaka,2024-09-25,Regular
R004822,Dhaka,2024-07-27,Budget
R004823,Dhaka,2024-09-15,Regular
R004824,Chattogram,2024-08-30,Regular
R004825,Dhaka,2024-07-25,Budget
R004826,Dhaka,2024-10-23,Budget
R004827,Dhaka,2024-07-21,Budget
R004828,Dhaka,2024-10-17,Regular
R004829,Sylhet,2024-07-03,Budget
R004830,Chattogram,2024-07-30,Regular
R004831,Dhaka,2024-07-13,Budget
R004832,Dhaka,2024-09-27,Budget
R004833,Dhaka,2024-07-26,Regular
R004834,Dhaka,2024-08-01,Budget
R004835,Chattogram,2024-09-30,Regular
R004836,Dhaka,2024-09-18,Regular
R004837,Dhaka,2024-10-01,Budget
R004838,Dhaka,2024-07-22,Regular
R004839,Sylhet,2024-07-18,Budget
R004840,Dhaka,2024-07-10,Budget
R004841,Dhaka,2024-10-11,Budget
R004842,Dhaka,2024-07-20,Regular
R004843,Dhaka,2024-10-06,Regular
R004844,Dhaka,2024-07-15,Budget
R004845,Dhaka,2024-10-13,Regular
R004846,Sylhet,2024-10-27,Budget
R004847,Dhaka,2024-07-11,Regular
R004848,Dhaka,2024-07-15,Regular
R004849,Dhaka,2024-09-17,Regular
R004850,Dhaka,2024-08-03,Regular
R004851,Chattogram,2024-07-01,Budget
R004852,Chattogram,2024-07-19,Regular
R004853,Dhaka,2024-08-28,Budget
R004854,Dhaka,2024-08-20,Regular
R004855,Dhaka,2024-09-10,Regular
R004856,Dhaka,2024-10-14,Premium
R004857,Dhaka,2024-10-04,Budget
R004858,Dhaka,2024-08-04,Regular
R004859,Dhaka,2024-07-02,Budget
R004860,Dhaka,2024-08-09,Regular
R004861,Chattogram,2024-10-15,Regular
R004862,Chattogram,2024-09-08,Regular
R004863,Dhaka,2024-08-04,Premium
R004864,Chattogram,2024-10-08,Budget
R004865,Dhaka,2024-09-08,Budget
R004866,Dhaka,2024-08-30,Regular
R004867,Dhaka,2024-08-01,Regular
R004868,Chattogram,2024-08-16,Regular
R004869,Chattogram,2024-07-14,Budget
R004870,Dhaka,2024-09-05,Regular
R004871,Dhaka,2024-08-20,Budget
R004872,Chattogram,2024-08-25,Regular
R004873,Dhaka,2024-07-11,Regular
R004874,Chattogram,2024-08-21,Budget
R004875,Dhaka,2024-10-21,Premium
R004876,Dhaka,2024-10-18,Budget
R004877,Dhaka,2024-09-26,Regular
R004878,Dhaka,2024-09-18,Budget
R004879,Dhaka,2024-09-12,Premium
R004880,Dhaka,2024-09-04,Regular
R004881,Sylhet,2024-07-15,Budget
R004882,Sylhet,2024-07-16,Premium
R004883,Chattogram,2024-08-29,Budget
R004884,Chattogram,2024-07-21,Regular
R004885,Sylhet,2024-08-22,Budget
R004886,Chattogram,2024-08-14,Budget
R004887,Dhaka,2024-08-07,Budget
R004888,Chattogram,2024-10-22,Regular
R004889,Dhaka,2024-09-24,Premium
R004890,Dhaka,2024-10-05,Regular
R004891,Dhaka,2024-10-04,Budget
R004892,Chattogram,2024-07-12,Premium
R004893,Dhaka,2024-07-03,Regular
R004894,Dhaka,2024-08-30,Budget
R004895,Dhaka,2024-07-05,Budget
R004896,Dhaka,2024-09-13,Regular
R004897,Dhaka,2024-08-20,Budget
R004898,Dhaka,2024-08-31,Regular
R004899,Sylhet,2024-07-07,Regular
R004900,Dhaka,2024-08-09,Premium
R004901,Chattogram,2024-08-07,Budget
R004902,Dhaka,2024-09-22,Regular
R004903,Dhaka,2024-08-10,Regular
R004904,Chattogram,2024-08-05,Regular
R004905,Sylhet,2024-07-31,Regular
R004906,Dhaka,2024-08-26,Regular
R004907,Dhaka,2024-09-28,Regular
R004908,Sylhet,2024-07-01,Regular
R004909,Dhaka,2024-08-12,Regular
R004910,Dhaka,2024-07-11,Budget
R004911,Chattogram,2024-08-09,Regular
R004912,Chattogram,2024-10-06,Budget
R004913,Dhaka,2024-09-24,Regular
R004914,Dhaka,2024-09-20,Regular
R004915,Chattogram,2024-08-30,Regular
R004916,Dhaka,2024-10-27,Premium
R004917,Dhaka,2024-07-04,Premium
R004918,Dhaka,2024-08-28,Budget
R004919,Chattogram,2024-08-25,Budget
R004920,Chattogram,2024-08-06,Regular
R004921,Chattogram,2024-10-21,Premium
R004922,Dhaka,2024-09-09,Regular
R004923,Dhaka,2024-10-19,Budget
R004924,Chattogram,2024-08-29,Budget
R004925,Dhaka,2024-07-25,Regular
R004926,Chattogram,2024-08-27,Premium
R004927,Dhaka,2024-09-24,Regular
R004928,Chattogram,2024-08-10,Regular
R004929,Dhaka,2024-08-01,Regular
R004930,Dhaka,2024-09-26,Budget
R004931,Chattogram,2024-08-27,Regular
R004932,Sylhet,2024-10-05,Regular
R004933,Chattogram,2024-07-26,Budget
R004934,Dhaka,2024-10-24,Budget
R004935,Sylhet,2024-07-06,Budget
R004936,Dhaka,2024-10-23,Regular
R004937,Dhaka,2024-09-14,Budget
R004938,Dhaka,2024-10-04,Budget
R004939,Dhaka,2024-09-21,Budget
R004940,Chattogram,2024-09-15,Regular
R004941,Dhaka,2024-10-21,Regular
R004942,Dhaka,2024-10-14,Premium
R004943,Dhaka,2024-09-17,Regular
R004944,Chattogram,2024-10-19,Regular
R004945,Dhaka,2024-07-07,Budget
R004946,Chattogram,2024-08-28,Budget
R004947,Chattogram,2024-08-14,Regular
R004948,Chattogram,2024-08-12,Budget
R004949,Chattogram,2024-08-09,Regular
R004950,Chattogram,2024-10-27,Budget
R004951,Dhaka,2024-10-17,Budget
R004952,Dhaka,2024-08-29,Regular
R004953,Sylhet,2024-09-07,Budget
R004954,Chattogram,2024-07-05,Budget
R004955,Dhaka,2024-07-10,Budget
R004956,Dhaka,2024-10-15,Premium
R004957,Dhaka,2024-09-06,Regular
R004958,Dhaka,2024-07-15,Premium
R004959,Dhaka,2024-09-12,Budget
R004960,Dhaka,2024-10-13,Budget
R004961,Dhaka,2024-10-12,Premium
R004962,Chattogram,2024-09-24,Regular
R004963,Dhaka,2024-10-09,Budget
R004964,Dhaka,2024-09-11,Premium
R004965,Chattogram,2024-07-06,Premium
R004966,Chattogram,2024-10-06,Budget
R004967,Dhaka,2024-09-19,Budget
R004968,Dhaka,2024-07-12,Budget
R004969,Dhaka,2024-07-10,Regular
R004970,Chattogram,2024-07-26,Regular
R004971,Sylhet,2024-09-28,Budget
R004972,Dhaka,2024-08-03,Regular
R004973,Dhaka,2024-07-03,Budget
R004974,Dhaka,2024-08-31,Budget
R004975,Dhaka,2024-08-10,Budget
R004976,Dhaka,2024-08-21,Regular
R004977,Dhaka,2024-09-07,Budget
R004978,Dhaka,2024-09-22,Budget
R004979,Chattogram,2024-09-05,Regular
R004980,Chattogram,2024-08-27,Budget
R004981,Dhaka,2024-08-30,Regular
R004982,Dhaka,2024-09-08,Regular
R004983,Dhaka,2024-09-24,Regular
R004984,Chattogram,2024-10-29,Budget
R004985,Chattogram,2024-10-25,Budget
R004986,Dhaka,2024-07-16,Premium
R004987,Sylhet,2024-08-27,Budget
R004988,Dhaka,2024-10-06,Budget
R004989,Dhaka,2024-08-23,Regular
R004990,Sylhet,2024-08-15,Regular
R004991,Dhaka,2024-08-16,Regular
R004992,Dhaka,2024-10-22,Premium
R004993,Chattogram,2024-10-09,Regular
R004994,Dhaka,2024-07-11,Budget
R004995,Dhaka,2024-08-13,Regular
R004996,Dhaka,2024-10-05,Budget
R004997,Dhaka,2024-10-13,Regular
R004998,Dhaka,2024-07-12,Premium
R004999,Chattogram,2024-08-18,Premium
R005000,Dhaka,2024-08-09,Budget
R005001,Dhaka,2024-07-16,Budget
R005002,Dhaka,2024-09-09,Regular
R005003,Dhaka,2024-08-13,Premium
R005004,Dhaka,2024-10-20,Regular
R005005,Chattogram,2024-10-23,Regular
R005006,Chattogram,2024-09-09,Regular
R005007,Sylhet,2024-07-19,Budget
R005008,Dhaka,2024-07-30,Budget
R005009,Dhaka,2024-08-04,Budget
R005010,Dhaka,2024-09-17,Budget
R005011,Dhaka,2024-10-11,Budget
R005012,Sylhet,2024-08-30,Budget
R005013,Chattogram,2024-10-01,Budget
R005014,Sylhet,2024-10-05,Premium
R005015,Chattogram,2024-10-02,Regular
R005016,Dhaka,2024-09-17,Premium
R005017,Chattogram,2024-10-19,Premium
R005018,Chattogram,2024-09-01,Budget
R005019,Chattogram,2024-08-03,Budget
R005020,Dhaka,2024-08-01,Budget
R005021,Sylhet,2024-09-29,Budget
R005022,Dhaka,2024-08-06,Regular
R005023,Chattogram,2024-07-30,Regular
R005024,Dhaka,2024-10-08,Budget
R005025,Chattogram,2024-08-07,Premium
R005026,Chattogram,2024-09-20,Regular
R005027,Sylhet,2024-07-15,Budget
R005028,Dhaka,2024-07-12,Regular
R005029,Dhaka,2024-07-06,Regular
R005030,Dhaka,2024-09-26,Budget
R005031,Dhaka,2024-10-11,Budget
R005032,Dhaka,2024-08-03,Budget
R005033,Dhaka,2024-08-17,Regular
R005034,Chattogram,2024-10-14,Regular
R005035,Dhaka,2024-07-13,Premium
R005036,Sylhet,2024-08-04,Regular
R005037,Chattogram,2024-08-09,Budget
R005038,Sylhet,2024-10-25,Budget
R005039,Dhaka,2024-10-04,Budget
R005040,Dhaka,2024-09-17,Premium
R005041,Dhaka,2024-08-16,Regular
R005042,Chattogram,2024-10-07,Regular
R005043,Dhaka,2024-07-31,Regular
R005044,Chattogram,2024-08-14,Budget
R005045,Chattogram,2024-07-27,Budget
R005046,Dhaka,2024-10-18,Budget
R005047,Dhaka,2024-08-16,Regular
R005048,Chattogram,2024-09-28,Budget
R005049,Dhaka,2024-10-13,Regular
R005050,Dhaka,2024-10-17,Budget
R005051,Sylhet,2024-07-24,Regular
R005052,Sylhet,2024-07-10,Budget
R005053,Chattogram,2024-10-10,Budget
R005054,Dhaka,2024-09-11,Regular
R005055,Dhaka,2024-08-13,Budget
R005056,Dhaka,2024-08-05,Budget
R005057,Chattogram,2024-10-13,Regular
R005058,Dhaka,2024-10-28,Budget
R005059,Dhaka,2024-08-22,Regular
R005060,Dhaka,2024-07-13,Regular
R005061,Dhaka,2024-07-08,Budget
R005062,Chattogram,2024-08-08,Regular
R005063,Dhaka,2024-09-20,Regular
R005064,Dhaka,2024-07-23,Regular
R005065,Chattogram,2024-08-29,Regular
